sample_id,task,selector,reference_variant,candidate_variant,transition,prediction_changed,reference_correct,candidate_correct,reference_prediction,candidate_prediction,answer,question,frame_indices,pool_reconstruction_error,selected_reconstruction_error
object_existence_0186,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any moving cyan objects?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.026896795257925987,0.026405662298202515
object_existence_0198,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,Are there any rubber cubes that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.027150947600603104,0.027178961783647537
scene_transition_0001,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the creek to the stairs.,From the creek to the stairs.,From the creek to the stairs.,What's the right option for how the scenes in the video change?,"[309, 328, 346, 365, 403, 553, 571, 590]",0.07897268980741501,0.07681301236152649
scene_transition_0011,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From the kitchen to the backyard.,From the kitchen to the backyard.,From the front of the house to inside the living room.,"Based on the video, which choice shows the scene changes accurately?","[365, 384, 421, 459, 478, 553, 571, 590]",0.07456398010253906,0.06416100263595581
scene_transition_0024,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From room to spaceship.,From room to spaceship.,From room to spaceship.,Which choice tells us the correct order of scenes in the video?,"[403, 478, 496, 515, 534, 553, 571, 590]",0.0610826350748539,0.05917367711663246
scene_transition_0025,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the car to the Nash's house.,From the car to the Nash's house.,From the car to the Nash's house.,"Based on the video, which choice shows the scene changes accurately?","[346, 365, 384, 421, 440, 553, 571, 590]",0.07071691751480103,0.0712246522307396
scene_transition_0038,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From home to outside.,From home to outside.,From home to outside.,"Based on the video, which choice shows the scene changes accurately?","[328, 365, 403, 440, 496, 553, 571, 590]",0.07004314661026001,0.06880553066730499
scene_transition_0042,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the entrance to the elevator to the entrance of the park.,From the entrance to the elevator to the entrance of the park.,From the entrance to the elevator to the entrance of the park.,Which choice tells us the correct order of scenes in the video?,"[384, 478, 496, 515, 534, 553, 571, 590]",0.07173595577478409,0.06990624219179153
scene_transition_0047,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From the office to the park.,From the office to the park.,From the street to the carriage.,Pick the choice that correctly describes how the scenes in the video change.,"[459, 478, 496, 515, 534, 553, 571, 590]",0.0969899445772171,0.09722191095352173
scene_transition_0048,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the classroom to Evan's dorm room.,From the classroom to Evan's dorm room.,From the classroom to Evan's dorm room.,Which choice tells us the correct order of scenes in the video?,"[328, 365, 384, 440, 534, 553, 571, 590]",0.07013507932424545,0.07187522947788239
scene_transition_0055,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From a stone house to a cave.,From a stone house to a cave.,From a stone house to a cave.,What's the right option for how the scenes in the video change?,"[384, 403, 421, 440, 478, 553, 571, 590]",0.05790495499968529,0.057809978723526
scene_transition_0065,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From room to ocean.,From room to ocean.,From room to ocean.,Can you choose the option that matches how the scenes change in the video?,"[309, 328, 346, 365, 384, 553, 571, 590]",0.06786683201789856,0.06955626606941223
scene_transition_0074,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the pillow pile to the room.,From the pillow pile to the room.,From the pillow pile to the room.,What's the right option for how the scenes in the video change?,"[365, 421, 440, 459, 515, 553, 571, 590]",0.08236972987651825,0.08223386108875275
scene_transition_0079,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the aisle to the ruins.,From the aisle to the ruins.,From the aisle to the ruins.,Which choice tells us the correct order of scenes in the video?,"[309, 328, 346, 365, 515, 553, 571, 590]",0.08649866282939911,0.08545286953449249
scene_transition_0084,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,1,0,0,From the park to the museum.,From the library to the gym.,From the beach to the restroom.,Can you choose the option that matches how the scenes change in the video?,"[309, 328, 346, 365, 440, 553, 571, 590]",0.08763355761766434,0.08314917981624603
scene_transition_0087,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the window to the breakfast table in the morning.,From the window to the breakfast table in the morning.,From the window to the breakfast table in the morning.,"Based on the video, which choice shows the scene changes accurately?","[309, 346, 384, 421, 440, 553, 571, 590]",0.054267629981040955,0.053915731608867645
scene_transition_0096,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From the park to the museum.,From the park to the museum.,From shoes to the building.1.,Pick the choice that correctly describes how the scenes in the video change.,"[309, 365, 384, 478, 496, 553, 571, 590]",0.05966109037399292,0.059806566685438156
scene_transition_0098,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From Sarah's house to a library.,From Sarah's house to a library.,From Shawn's car to a classroom.,"Based on the video, which choice shows the scene changes accurately?","[309, 328, 346, 365, 496, 553, 571, 590]",0.07616575807332993,0.07794240862131119
scene_transition_0099,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From the village to the bustling city.,From the village to the bustling city.,From a small boat to the royal harbor.,"Based on the video, which choice shows the scene changes accurately?","[328, 384, 421, 440, 534, 553, 571, 590]",0.06271989643573761,0.05990302935242653
scene_transition_0102,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From beauty to the hotel suite.,From beauty to the hotel suite.,From beauty to the hotel suite.,Which choice tells us the correct order of scenes in the video?,"[403, 440, 496, 515, 534, 553, 571, 590]",0.0752822607755661,0.0737023651599884
scene_transition_0106,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From Frodo's pocket to the study balcony.,From Frodo's pocket to the study balcony.,From Frodo's pocket to the study balcony.,Pick the choice that correctly describes how the scenes in the video change.,"[309, 328, 346, 365, 403, 553, 571, 590]",0.06313937902450562,0.06500910222530365
scene_transition_0107,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the cabin to the boiler room.,From the cabin to the boiler room.,From the cabin to the boiler room.,Can you choose the option that matches how the scenes change in the video?,"[403, 459, 478, 496, 515, 553, 571, 590]",0.06629586964845657,0.0665627270936966
scene_transition_0109,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From Eve's room to the front of the amusement park.,From Eve's room to the front of the amusement park.,From Eve's room to the front of the amusement park.,"Based on the video, which choice shows the scene changes accurately?","[328, 346, 403, 440, 459, 553, 571, 590]",0.07347532361745834,0.07158300280570984
scene_transition_0111,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From dreams to the hotel lobby.1.,From dreams to the hotel lobby.1.,From dreams to the hotel lobby.1.,Which choice matches the scene changes in the video?,"[346, 365, 384, 403, 440, 553, 571, 590]",0.07927216589450836,0.08155000954866409
scene_transition_0115,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From a building to the interior of the building.,From a building to the interior of the building.,From a building to the interior of the building.,Which choice matches the scene changes in the video?,"[328, 403, 421, 496, 534, 553, 571, 590]",0.06141682714223862,0.06326530873775482
scene_transition_0117,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From Sengel to Rohan.,From Sengel to Rohan.,From Sengel to Rohan.,"Based on the video, which choice shows the scene changes accurately?","[328, 346, 365, 384, 459, 553, 571, 590]",0.0648515447974205,0.06615011394023895
scene_transition_0119,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From the subway station to the bus stop.,From the subway station to the bus stop.,From the elevator to the robot channel.,What's the right option for how the scenes in the video change?,"[309, 403, 478, 496, 515, 553, 571, 590]",0.07362770289182663,0.07294878363609314
scene_transition_0124,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the wall to the elevator.,From the wall to the elevator.,From the wall to the elevator.,Which choice tells us the correct order of scenes in the video?,"[346, 365, 403, 421, 478, 553, 571, 590]",0.06389249861240387,0.068051777780056
scene_transition_0132,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From prison to the bus.,From prison to the bus.,From prison to the bus.,Can you choose the option that matches how the scenes change in the video?,"[384, 440, 459, 478, 496, 553, 571, 590]",0.09192346036434174,0.09305495023727417
scene_transition_0133,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the road to the van.,From the road to the van.,From the road to the van.,Which choice tells us the correct order of scenes in the video?,"[403, 421, 478, 496, 515, 553, 571, 590]",0.05791950970888138,0.06136579439043999
scene_transition_0139,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the room to the hospital corridor.,From the room to the hospital corridor.,From the room to the hospital corridor.,Pick the choice that correctly describes how the scenes in the video change.,"[346, 478, 496, 515, 534, 553, 571, 590]",0.0618399977684021,0.06411535292863846
scene_transition_0149,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From the office to the park.,From the office to the park.,From the wall to the residential area.,Which choice matches the scene changes in the video?,"[309, 328, 346, 365, 421, 553, 571, 590]",0.07080938667058945,0.07608004659414291
scene_transition_0151,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the stairs to the sunshine.,From the stairs to the sunshine.,From the stairs to the sunshine.,Which choice tells us the correct order of scenes in the video?,"[309, 328, 440, 478, 496, 553, 571, 590]",0.06914843618869781,0.0696728527545929
scene_transition_0157,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the ward to the kitchen.,From the ward to the kitchen.,From the ward to the kitchen.,Can you choose the option that matches how the scenes change in the video?,"[309, 328, 346, 403, 421, 553, 571, 590]",0.0762544795870781,0.07592064887285233
scene_transition_0164,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From outside Liang's apartment to outside a taxi.,From outside Liang's apartment to outside a taxi.,From outside Liang's apartment to outside a taxi.,Which choice matches the scene changes in the video?,"[421, 440, 478, 496, 534, 553, 571, 590]",0.084744393825531,0.08664040267467499
scene_transition_0166,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From ZuBao to NiuFu.,From ZuBao to NiuFu.,From ZuBao to NiuFu.,"Based on the video, which choice shows the scene changes accurately?","[346, 365, 421, 440, 515, 553, 571, 590]",0.0813252329826355,0.08172963559627533
scene_transition_0174,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,From the decoration shop to the secretary's office.,From the decoration shop to the secretary's office.,From the decoration shop to the secretary's office.,Can you choose the option that matches how the scenes change in the video?,"[403, 421, 440, 459, 534, 553, 571, 590]",0.06820327043533325,0.07599890977144241
scene_transition_0176,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From the train station to the hotel.,From the train station to the hotel.,From the elevator to my own yard.,Can you choose the option that matches how the scenes change in the video?,"[309, 384, 421, 440, 534, 553, 571, 590]",0.07598850876092911,0.07405870407819748
scene_transition_0178,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From the city streets to the tranquil countryside.,From the city streets to the tranquil countryside.,From the TV screen to the beach pier.,Which choice matches the scene changes in the video?,"[421, 440, 478, 496, 515, 553, 571, 590]",0.06403613835573196,0.061651188880205154
scene_transition_0180,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From the classroom to the university library.,From the classroom to the university library.,From the House room to the Security Department Building.,"Based on the video, which choice shows the scene changes accurately?","[384, 421, 459, 478, 496, 553, 571, 590]",0.0648479238152504,0.06433950364589691
scene_transition_0190,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From the park to the subway station.,From the park to the subway station.,From the lawn to the bus platform.,Pick the choice that correctly describes how the scenes in the video change.,"[403, 421, 459, 515, 534, 553, 571, 590]",0.08119680732488632,0.0816941186785698
scene_transition_0198,scene_transition,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,From the living room to the kitchen.,From the living room to the kitchen.,From Molly's cabin to the mirror in front.,"Based on the video, which choice shows the scene changes accurately?","[365, 403, 421, 440, 459, 553, 571, 590]",0.07125338166952133,0.06876871734857559
state_change_0004,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[574, 607, 738, 771, 804, 968, 1001, 1034]",0.07421928644180298,0.07412631064653397
state_change_0009,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[526, 556, 676, 766, 796, 886, 916, 946]",0.07170726358890533,0.07178819924592972
state_change_0018,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[207, 219, 230, 290, 313, 349, 361, 373]",0.06942296028137207,0.0686618760228157
state_change_0020,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[365, 386, 407, 512, 533, 616, 637, 658]",0.0663309097290039,0.06601887196302414
state_change_0022,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[213, 225, 237, 249, 262, 359, 371, 383]",0.06685948371887207,0.06676827371120453
state_change_0023,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work because the person unplugged the device during the video.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[610, 640, 699, 818, 848, 878, 908, 938]",0.07069534063339233,0.07147575169801712
state_change_0028,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[599, 651, 676, 702, 727, 753, 778, 804]",0.06058848276734352,0.060511570423841476
state_change_0030,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[384, 450, 538, 582, 626, 648, 670, 692]",0.07681845873594284,0.0754924863576889
state_change_0031,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[422, 443, 464, 484, 505, 608, 629, 649]",0.07537849247455597,0.07529404759407043
state_change_0034,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The water seems hot.,The water seems hot.,The water seems cold.,What can you say about the temperature of the water being poured?,"[590, 711, 741, 802, 832, 893, 923, 953]",0.06479637324810028,0.06466715037822723
state_change_0035,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The water seems hot.,The water seems hot.,The water seems cold.,What can you say about the temperature of the water being poured?,"[737, 770, 868, 901, 934, 967, 999, 1032]",0.07309431582689285,0.07229965925216675
state_change_0044,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,No,No,No,Is the bag empty at the end?,"[199, 219, 258, 268, 277, 287, 297, 307]",0.06051483377814293,0.060814984142780304
state_change_0047,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,No,No,Yes,Is the bag empty at the end?,"[412, 436, 460, 483, 672, 696, 719, 743]",0.07374383509159088,0.07475694268941879
state_change_0050,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[311, 342, 372, 418, 433, 448, 464, 479]",0.07597216963768005,0.07373253256082535
state_change_0055,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,No,No,Yes,Is the bag empty at the end?,"[456, 500, 522, 567, 634, 656, 678, 700]",0.06971530616283417,0.0700024664402008
state_change_0057,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[537, 570, 668, 700, 896, 961, 994, 1026]",0.06804348528385162,0.06815259158611298
state_change_0058,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[704, 737, 868, 901, 934, 967, 999, 1032]",0.0665367841720581,0.06626726686954498
state_change_0061,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[737, 770, 803, 835, 868, 967, 999, 1032]",0.06479045003652573,0.06493867933750153
state_change_0062,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,No,No,Yes,Is the bag empty at the end?,"[397, 445, 469, 542, 566, 710, 734, 758]",0.07000431418418884,0.07075069844722748
state_change_0076,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[599, 660, 783, 844, 875, 906, 936, 967]",0.08263290673494339,0.08356687426567078
state_change_0077,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work because the person unplugged the device during the video.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[258, 268, 279, 289, 300, 310, 321, 331]",0.07186995446681976,0.0692729502916336
state_change_0085,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[404, 428, 649, 673, 698, 722, 747, 771]",0.06857264041900635,0.06784897297620773
state_change_0093,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[704, 737, 803, 835, 934, 967, 999, 1032]",0.08118387311697006,0.08112341910600662
state_change_0095,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[360, 379, 416, 434, 527, 545, 564, 582]",0.08094263821840286,0.07973199337720871
state_change_0110,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,No,No,No,Is the bag empty at the end?,"[237, 298, 310, 335, 347, 359, 371, 383]",0.07607326656579971,0.07513456046581268
state_change_0115,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[429, 559, 663, 715, 741, 767, 793, 819]",0.07045724987983704,0.07012024521827698
state_change_0133,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[151, 179, 234, 243, 261, 271, 280, 289]",0.06799287348985672,0.06785412132740021
state_change_0136,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[422, 446, 494, 566, 591, 711, 735, 759]",0.0684814602136612,0.068107970058918
state_change_0143,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[675, 733, 761, 790, 819, 848, 876, 905]",0.0643509030342102,0.06388556212186813
state_change_0144,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[535, 558, 580, 603, 649, 672, 694, 717]",0.06732860952615738,0.06875304132699966
state_change_0149,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[235, 256, 277, 287, 298, 308, 319, 329]",0.07142078131437302,0.07127564400434494
state_change_0154,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[453, 475, 519, 542, 630, 652, 674, 696]",0.06497560441493988,0.06448901444673538
state_change_0157,state_change,learned_recent_query_topk,full,pca_r256_s4,worse,1,1,0,yes,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[463, 649, 675, 728, 755, 781, 808, 834]",0.06960729509592056,0.06918653845787048
state_change_0160,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,No water was poured.,No water was poured.,The water seems cold.,What can you say about the temperature of the water being poured?,"[639, 672, 737, 868, 901, 967, 999, 1032]",0.07125668972730637,0.07098468393087387
state_change_0166,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[335, 354, 373, 526, 545, 565, 584, 603]",0.06671884655952454,0.06648370623588562
state_change_0175,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,No,No,No,Is the bag empty at the end?,"[464, 483, 502, 521, 540, 559, 578, 597]",0.07223863899707794,0.0721212700009346
state_change_0176,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[517, 800, 831, 862, 894, 925, 956, 988]",0.07851817458868027,0.07861389219760895
state_change_0188,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[280, 291, 303, 314, 325, 337, 348, 360]",0.07943985611200333,0.07939958572387695
state_change_0190,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[351, 500, 542, 585, 606, 627, 649, 670]",0.06606852263212204,0.067250095307827
state_change_0196,state_change,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[293, 328, 453, 488, 506, 524, 542, 560]",0.06807355582714081,0.06842353194952011
